Date,RSI,Data,Valor
2021-12-03 00:00:00-03:00,18.762201287081627,2021-12-03 00:00:00-03:00,27.809999465942383
2022-03-09 00:00:00-03:00,22.22222222222222,2022-03-09 00:00:00-03:00,27.510000228881836
2022-03-10 00:00:00-03:00,21.660185143954124,2022-03-10 00:00:00-03:00,26.700000762939453
2022-03-11 00:00:00-03:00,20.771145326088412,2022-03-11 00:00:00-03:00,24.8799991607666
2022-03-14 00:00:00-03:00,20.181268408650165,2022-03-14 00:00:00-03:00,23.850000381469727
2022-03-15 00:00:00-03:00,22.386059889468378,2022-03-15 00:00:00-03:00,23.25
2022-04-25 00:00:00-03:00,17.617018679355056,2022-04-25 00:00:00-03:00,26.389999389648438
2022-04-26 00:00:00-03:00,16.559997558593754,2022-04-26 00:00:00-03:00,25.040000915527344
2022-04-27 00:00:00-03:00,19.84659647939597,2022-04-27 00:00:00-03:00,25.020000457763672
2022-04-28 00:00:00-03:00,23.640155843990016,2022-04-28 00:00:00-03:00,25.209999084472656
2022-04-29 00:00:00-03:00,15.323377287134617,2022-04-29 00:00:00-03:00,24.0
2022-05-02 00:00:00-03:00,20.208599831695714,2022-05-02 00:00:00-03:00,24.010000228881836
2022-05-03 00:00:00-03:00,19.695037451413498,2022-05-03 00:00:00-03:00,23.329999923706055
2022-05-05 00:00:00-03:00,21.08843814823678,2022-05-05 00:00:00-03:00,23.290000915527344
2022-05-06 00:00:00-03:00,21.463896590392853,2022-05-06 00:00:00-03:00,22.3799991607666
2022-05-09 00:00:00-03:00,17.1628668890905,2022-05-09 00:00:00-03:00,20.860000610351562
2022-05-10 00:00:00-03:00,21.735389403168526,2022-05-10 00:00:00-03:00,21.43000030517578
2022-06-03 00:00:00-03:00,16.708857703334843,2022-06-03 00:00:00-03:00,18.399999618530273
2022-06-06 00:00:00-03:00,16.176467150827804,2022-06-06 00:00:00-03:00,17.5
2022-06-07 00:00:00-03:00,15.51115933398346,2022-06-07 00:00:00-03:00,17.079999923706055
2022-06-08 00:00:00-03:00,13.470322766491543,2022-06-08 00:00:00-03:00,16.690000534057617
2022-06-09 00:00:00-03:00,13.073407539100641,2022-06-09 00:00:00-03:00,17.030000686645508
2022-06-10 00:00:00-03:00,5.438074995671011,2022-06-10 00:00:00-03:00,15.220000267028809
2022-06-13 00:00:00-03:00,5.362471506969162,2022-06-13 00:00:00-03:00,13.890000343322754
2022-06-14 00:00:00-03:00,5.584290155231928,2022-06-14 00:00:00-03:00,13.300000190734863
2022-06-15 00:00:00-03:00,11.717178002994729,2022-06-15 00:00:00-03:00,13.920000076293945
2022-06-17 00:00:00-03:00,11.284052684745843,2022-06-17 00:00:00-03:00,13.529999732971191
2022-06-20 00:00:00-03:00,11.958767853122398,2022-06-20 00:00:00-03:00,13.319999694824219
2022-06-21 00:00:00-03:00,13.224050971845978,2022-06-21 00:00:00-03:00,13.369999885559082
2022-06-22 00:00:00-03:00,14.370554712124074,2022-06-22 00:00:00-03:00,13.34000015258789
2022-06-23 00:00:00-03:00,18.161181975753077,2022-06-23 00:00:00-03:00,13.930000305175781
2022-06-24 00:00:00-03:00,20.33037116709608,2022-06-24 00:00:00-03:00,13.729999542236328
2022-06-30 00:00:00-03:00,23.37277914511847,2022-06-30 00:00:00-03:00,13.430000305175781
2022-10-26 00:00:00-03:00,18.89115840819369,2022-10-26 00:00:00-03:00,13.8100004196167
2022-10-27 00:00:00-03:00,16.313552836752436,2022-10-27 00:00:00-03:00,14.460000038146973
2022-10-28 00:00:00-03:00,19.87828364875525,2022-10-28 00:00:00-03:00,15.15999984741211
2022-10-31 00:00:00-03:00,23.82891038401136,2022-10-31 00:00:00-03:00,15.539999961853027
