Date,RSI,Data,Valor
2021-12-21 00:00:00-03:00,58.831800877675484,2021-12-21 00:00:00-03:00,30.799999237060547
2021-12-22 00:00:00-03:00,61.742984084768544,2021-12-22 00:00:00-03:00,30.6200008392334
2021-12-23 00:00:00-03:00,60.993975622419676,2021-12-23 00:00:00-03:00,30.729999542236328
2021-12-27 00:00:00-03:00,58.32662769108012,2021-12-27 00:00:00-03:00,31.899999618530273
2021-12-30 00:00:00-03:00,67.30585726297757,2021-12-30 00:00:00-03:00,31.579999923706055
2022-01-03 00:00:00-03:00,62.045896736900644,2022-01-03 00:00:00-03:00,31.020000457763672
2022-01-04 00:00:00-03:00,63.378910415487375,2022-01-04 00:00:00-03:00,29.959999084472656
2022-01-05 00:00:00-03:00,58.83953605236409,2022-01-05 00:00:00-03:00,28.6200008392334
2022-01-19 00:00:00-03:00,57.8804542421064,2022-01-19 00:00:00-03:00,33.0181999206543
2022-01-20 00:00:00-03:00,59.21433677470352,2022-01-20 00:00:00-03:00,33.992835998535156
2022-01-21 00:00:00-03:00,64.11008925730238,2022-01-21 00:00:00-03:00,34.778507232666016
2022-01-24 00:00:00-03:00,65.91063283460787,2022-01-24 00:00:00-03:00,34.082340240478516
2022-01-25 00:00:00-03:00,75.6613715093726,2022-01-25 00:00:00-03:00,35.1067008972168
2022-01-26 00:00:00-03:00,67.8406623166727,2022-01-26 00:00:00-03:00,33.95305252075195
2022-01-27 00:00:00-03:00,72.78618520444346,2022-01-27 00:00:00-03:00,33.28672409057617
2022-01-28 00:00:00-03:00,64.90428665057664,2022-01-28 00:00:00-03:00,31.23800277709961
2022-01-31 00:00:00-03:00,63.27015962463129,2022-01-31 00:00:00-03:00,31.536359786987305
2022-02-01 00:00:00-03:00,56.62418086870922,2022-02-01 00:00:00-03:00,31.09000015258789
2022-02-02 00:00:00-03:00,56.65983860430266,2022-02-02 00:00:00-03:00,31.209999084472656
2022-02-03 00:00:00-03:00,56.90785765328979,2022-02-03 00:00:00-03:00,32.0
2022-02-04 00:00:00-03:00,56.87260702690429,2022-02-04 00:00:00-03:00,32.150001525878906
2022-02-07 00:00:00-03:00,58.28307915675874,2022-02-07 00:00:00-03:00,32.20000076293945
2022-02-15 00:00:00-03:00,58.505747009091486,2022-02-15 00:00:00-03:00,35.86000061035156
2022-02-16 00:00:00-03:00,59.82025393884967,2022-02-16 00:00:00-03:00,35.439998626708984
2022-02-17 00:00:00-03:00,65.09718192853838,2022-02-17 00:00:00-03:00,34.279998779296875
2022-02-18 00:00:00-03:00,60.56291792168883,2022-02-18 00:00:00-03:00,33.720001220703125
2022-03-25 00:00:00-03:00,67.84021349909663,2022-03-25 00:00:00-03:00,32.279998779296875
2022-03-28 00:00:00-03:00,66.7554941431302,2022-03-28 00:00:00-03:00,31.959999084472656
2022-03-29 00:00:00-03:00,70.85280650405852,2022-03-29 00:00:00-03:00,34.650001525878906
2022-03-30 00:00:00-03:00,73.91833248717276,2022-03-30 00:00:00-03:00,34.54999923706055
2022-03-31 00:00:00-03:00,73.55974066998253,2022-03-31 00:00:00-03:00,32.650001525878906
2022-04-01 00:00:00-03:00,80.19036270374222,2022-04-01 00:00:00-03:00,34.0
2022-04-04 00:00:00-03:00,80.19037180255252,2022-04-04 00:00:00-03:00,33.400001525878906
2022-04-05 00:00:00-03:00,69.4475752749555,2022-04-05 00:00:00-03:00,31.309999465942383
2022-04-06 00:00:00-03:00,65.1237913409862,2022-04-06 00:00:00-03:00,30.25
2022-04-07 00:00:00-03:00,61.8149687422974,2022-04-07 00:00:00-03:00,30.969999313354492
2022-07-06 00:00:00-03:00,61.88925046017889,2022-07-06 00:00:00-03:00,15.380000114440918
2022-07-07 00:00:00-03:00,66.78024110251901,2022-07-07 00:00:00-03:00,15.5
2022-07-08 00:00:00-03:00,70.80537315467622,2022-07-08 00:00:00-03:00,15.800000190734863
2022-07-11 00:00:00-03:00,68.36065271342213,2022-07-11 00:00:00-03:00,15.609999656677246
2022-07-12 00:00:00-03:00,74.18477697498679,2022-07-12 00:00:00-03:00,16.899999618530273
2022-07-13 00:00:00-03:00,69.47217869543343,2022-07-13 00:00:00-03:00,16.65999984741211
2022-07-14 00:00:00-03:00,71.59590626568222,2022-07-14 00:00:00-03:00,16.68000030517578
2022-07-15 00:00:00-03:00,66.61828626810095,2022-07-15 00:00:00-03:00,16.31999969482422
2022-07-18 00:00:00-03:00,66.90961726244892,2022-07-18 00:00:00-03:00,15.739999771118164
2022-07-19 00:00:00-03:00,68.86145575141995,2022-07-19 00:00:00-03:00,16.190000534057617
2022-07-20 00:00:00-03:00,71.78526117572653,2022-07-20 00:00:00-03:00,16.920000076293945
2022-07-21 00:00:00-03:00,78.68852352226764,2022-07-21 00:00:00-03:00,16.93000030517578
2022-07-22 00:00:00-03:00,70.84870541383061,2022-07-22 00:00:00-03:00,15.930000305175781
2022-07-25 00:00:00-03:00,62.44841043400694,2022-07-25 00:00:00-03:00,15.569999694824219
2022-08-22 00:00:00-03:00,57.971013691514976,2022-08-22 00:00:00-03:00,15.960000038146973
2022-08-23 00:00:00-03:00,62.23958359203404,2022-08-23 00:00:00-03:00,18.5
2022-08-24 00:00:00-03:00,61.100067420791945,2022-08-24 00:00:00-03:00,18.43000030517578
2022-08-25 00:00:00-03:00,67.13385122681142,2022-08-25 00:00:00-03:00,18.790000915527344
2022-08-26 00:00:00-03:00,63.20109572084663,2022-08-26 00:00:00-03:00,18.100000381469727
2022-08-29 00:00:00-03:00,63.33104882923251,2022-08-29 00:00:00-03:00,17.510000228881836
2022-08-30 00:00:00-03:00,58.487877997169726,2022-08-30 00:00:00-03:00,17.040000915527344
2022-08-31 00:00:00-03:00,61.469265988966974,2022-08-31 00:00:00-03:00,16.34000015258789
2022-09-01 00:00:00-03:00,62.215477843246205,2022-09-01 00:00:00-03:00,16.18000030517578
2022-09-08 00:00:00-03:00,56.81003313163464,2022-09-08 00:00:00-03:00,15.149999618530273
2022-09-09 00:00:00-03:00,64.74519487979681,2022-09-09 00:00:00-03:00,16.559999465942383
2022-09-12 00:00:00-03:00,56.806554172158584,2022-09-12 00:00:00-03:00,17.290000915527344
