Date,RSI,Data,Valor
2021-12-06 00:00:00-03:00,59.28473137744894,2021-12-06 00:00:00-03:00,23.829999923706055
2021-12-07 00:00:00-03:00,58.164647134151444,2021-12-07 00:00:00-03:00,23.690000534057617
2021-12-08 00:00:00-03:00,59.477127279218834,2021-12-08 00:00:00-03:00,24.40999984741211
2021-12-09 00:00:00-03:00,56.9461850886905,2021-12-09 00:00:00-03:00,23.510000228881836
2021-12-10 00:00:00-03:00,64.22249657593703,2021-12-10 00:00:00-03:00,24.040000915527344
2021-12-13 00:00:00-03:00,64.8786641842727,2021-12-13 00:00:00-03:00,23.639999389648438
2021-12-14 00:00:00-03:00,58.42696441927455,2021-12-14 00:00:00-03:00,23.059999465942383
2021-12-15 00:00:00-03:00,57.633578061129775,2021-12-15 00:00:00-03:00,23.399999618530273
2021-12-16 00:00:00-03:00,70.29411591460577,2021-12-16 00:00:00-03:00,23.649999618530273
2022-01-25 00:00:00-03:00,65.6093664573252,2022-01-25 00:00:00-03:00,20.780000686645508
2022-01-26 00:00:00-03:00,65.94325329678693,2022-01-26 00:00:00-03:00,20.799999237060547
2022-01-27 00:00:00-03:00,70.43742755738089,2022-01-27 00:00:00-03:00,21.520000457763672
2022-01-28 00:00:00-03:00,79.62965936136517,2022-01-28 00:00:00-03:00,21.579999923706055
2022-01-31 00:00:00-03:00,79.4915586831785,2022-01-31 00:00:00-03:00,22.110000610351562
2022-02-01 00:00:00-03:00,79.4915586831785,2022-02-01 00:00:00-03:00,22.200000762939453
2022-02-02 00:00:00-03:00,78.55947511787546,2022-02-02 00:00:00-03:00,22.0
2022-02-03 00:00:00-03:00,79.15310579545324,2022-02-03 00:00:00-03:00,22.479999542236328
2022-02-04 00:00:00-03:00,68.66766176517817,2022-02-04 00:00:00-03:00,21.6200008392334
2022-02-07 00:00:00-03:00,70.23646093554565,2022-02-07 00:00:00-03:00,22.540000915527344
2022-02-08 00:00:00-03:00,66.62268189827995,2022-02-08 00:00:00-03:00,21.889999389648438
2022-02-09 00:00:00-03:00,61.55988702546071,2022-02-09 00:00:00-03:00,21.65999984741211
2022-02-10 00:00:00-03:00,59.35199032786167,2022-02-10 00:00:00-03:00,21.690000534057617
2022-02-11 00:00:00-03:00,62.57762669054998,2022-02-11 00:00:00-03:00,21.219999313354492
2022-02-14 00:00:00-03:00,58.66208903288326,2022-02-14 00:00:00-03:00,21.790000915527344
2022-02-15 00:00:00-03:00,65.3237385984537,2022-02-15 00:00:00-03:00,22.93000030517578
