Date,RSI,Data,Valor
2021-12-07 00:00:00-03:00,70.54794684594002,2021-12-07 00:00:00-03:00,31.190000534057617
2021-12-08 00:00:00-03:00,69.83050891292125,2021-12-08 00:00:00-03:00,31.079999923706055
2021-12-09 00:00:00-03:00,72.96339332360517,2021-12-09 00:00:00-03:00,31.079999923706055
2021-12-10 00:00:00-03:00,73.46465084473654,2021-12-10 00:00:00-03:00,31.489999771118164
2021-12-13 00:00:00-03:00,68.52102119977101,2021-12-13 00:00:00-03:00,31.459999084472656
2021-12-16 00:00:00-03:00,71.92659683555158,2021-12-16 00:00:00-03:00,31.559999465942383
2022-01-11 00:00:00-03:00,65.84070025693507,2022-01-11 00:00:00-03:00,31.989999771118164
2022-01-12 00:00:00-03:00,70.62404269674141,2022-01-12 00:00:00-03:00,33.04999923706055
2022-01-13 00:00:00-03:00,75.03448355694043,2022-01-13 00:00:00-03:00,33.849998474121094
2022-01-14 00:00:00-03:00,76.61499328854761,2022-01-14 00:00:00-03:00,34.560001373291016
2022-01-17 00:00:00-03:00,73.51724032698006,2022-01-17 00:00:00-03:00,34.45000076293945
2022-01-18 00:00:00-03:00,73.87755133816718,2022-01-18 00:00:00-03:00,34.56999969482422
2022-01-19 00:00:00-03:00,71.82538781487015,2022-01-19 00:00:00-03:00,34.25
2022-01-20 00:00:00-03:00,75.03319494717432,2022-01-20 00:00:00-03:00,34.470001220703125
2022-01-21 00:00:00-03:00,72.47436948600459,2022-01-21 00:00:00-03:00,34.59000015258789
2022-01-24 00:00:00-03:00,71.03235702019997,2022-01-24 00:00:00-03:00,34.650001525878906
2022-01-25 00:00:00-03:00,90.99523795749235,2022-01-25 00:00:00-03:00,35.79999923706055
2022-01-26 00:00:00-03:00,92.65304914964693,2022-01-26 00:00:00-03:00,36.849998474121094
2022-01-27 00:00:00-03:00,92.54142751275275,2022-01-27 00:00:00-03:00,36.9900016784668
2022-01-28 00:00:00-03:00,81.4094578938574,2022-01-28 00:00:00-03:00,35.88999938964844
2022-01-31 00:00:00-03:00,71.63587776367258,2022-01-31 00:00:00-03:00,35.27000045776367
2022-02-01 00:00:00-03:00,71.56084589340047,2022-02-01 00:00:00-03:00,36.310001373291016
