Date,RSI,Data,Valor
2022-01-03 00:00:00-03:00,22.25275085162562,2022-01-03 00:00:00-03:00,20.0
2022-01-04 00:00:00-03:00,22.46880189158166,2022-01-04 00:00:00-03:00,19.670000076293945
2022-01-05 00:00:00-03:00,21.921523070526206,2022-01-05 00:00:00-03:00,18.90999984741211
2022-01-06 00:00:00-03:00,18.104673218915824,2022-01-06 00:00:00-03:00,18.889999389648438
2022-01-07 00:00:00-03:00,14.927542882163475,2022-01-07 00:00:00-03:00,18.809999465942383
2022-01-10 00:00:00-03:00,18.101937516760525,2022-01-10 00:00:00-03:00,18.059999465942383
2022-03-16 00:00:00-03:00,21.301774925323723,2022-03-16 00:00:00-03:00,16.399999618530273
2022-03-17 00:00:00-03:00,17.59615537153918,2022-03-17 00:00:00-03:00,15.8100004196167
2022-04-20 00:00:00-03:00,20.199477405157502,2022-04-20 00:00:00-03:00,17.139999389648438
2022-04-22 00:00:00-03:00,20.532298158718124,2022-04-22 00:00:00-03:00,16.290000915527344
2022-04-25 00:00:00-03:00,13.87361291380717,2022-04-25 00:00:00-03:00,16.700000762939453
2022-04-26 00:00:00-03:00,13.797799043511024,2022-04-26 00:00:00-03:00,16.59000015258789
2022-04-27 00:00:00-03:00,18.01525005933167,2022-04-27 00:00:00-03:00,16.760000228881836
2022-04-28 00:00:00-03:00,20.4958479668594,2022-04-28 00:00:00-03:00,16.81999969482422
2022-04-29 00:00:00-03:00,14.040538783336599,2022-04-29 00:00:00-03:00,16.1200008392334
2022-05-02 00:00:00-03:00,14.12870119808217,2022-05-02 00:00:00-03:00,15.779999732971191
2022-05-03 00:00:00-03:00,16.428551600888344,2022-05-03 00:00:00-03:00,15.800000190734863
2022-06-08 00:00:00-03:00,20.95236711219941,2022-06-08 00:00:00-03:00,14.920000076293945
2022-06-09 00:00:00-03:00,23.031477659411102,2022-06-09 00:00:00-03:00,14.989999771118164
2022-06-10 00:00:00-03:00,16.815728846500303,2022-06-10 00:00:00-03:00,14.25
2022-06-13 00:00:00-03:00,15.161275635393517,2022-06-13 00:00:00-03:00,13.350000381469727
2022-06-14 00:00:00-03:00,16.772136761190627,2022-06-14 00:00:00-03:00,13.470000267028809
2022-06-15 00:00:00-03:00,15.161275635393517,2022-06-15 00:00:00-03:00,13.739999771118164
2022-06-17 00:00:00-03:00,16.206880335851363,2022-06-17 00:00:00-03:00,13.329999923706055
2022-06-20 00:00:00-03:00,23.1481362108638,2022-06-20 00:00:00-03:00,13.640000343322754
2022-06-21 00:00:00-03:00,22.686015010942164,2022-06-21 00:00:00-03:00,13.170000076293945
2022-08-30 00:00:00-03:00,21.129024294238686,2022-08-30 00:00:00-03:00,12.529999732971191
2022-08-31 00:00:00-03:00,22.743052911058587,2022-08-31 00:00:00-03:00,12.3100004196167
2022-09-02 00:00:00-03:00,20.347817577799116,2022-09-02 00:00:00-03:00,12.489999771118164
2022-09-16 00:00:00-03:00,23.24323516243781,2022-09-16 00:00:00-03:00,10.779999732971191
